state,age_band,share_early,share_late,pct_point_change,pct_relative_change
Delhi,Rape Cases (Total) No. of Victims - (18-30)Years,0.25491033304867633,0.22308188265635073,-0.0318284503923256,-0.12486135815548836
Delhi,Rape Cases (Total) No. of Victims - (30-50) Years,0.04568744662681469,0.024500322372662798,-0.021187124254151892,-0.4637406075067638
Delhi (CITY),Incest (Rape) No. of Victims - (10-14) Years,0.00641025641025641,,,
Delhi (CITY),Incest (Rape) No. of Victims - (14-18) Years,0.010256410256410256,,,
Delhi (CITY),Incest (Rape) No. of Victims - (18-30)Years,0.005128205128205128,,,
Delhi (CITY),Incest (Rape) No. of Victims - (30-50) Years,0.0,,,
Delhi (CITY),Other (Rape) No. of Victims - (10-14) Years,0.04871794871794872,,,
Delhi (CITY),Other (Rape) No. of Victims - (14-18) Years,0.07051282051282051,,,
Delhi (CITY),Other (Rape) No. of Victims - (18-30)Years,0.34487179487179487,,,
Delhi (CITY),Other (Rape) No. of Victims - (30-50) Years,0.014102564102564103,,,
Delhi (CITY),Rape Cases (Total) No. of Victims - (10-14) Years,0.05512820512820513,,,
Delhi (CITY),Rape Cases (Total) No. of Victims - (14-18) Years,0.08076923076923077,,,
Delhi (CITY),Rape Cases (Total) No. of Victims - (18-30)Years,0.35,,,
Delhi (CITY),Rape Cases (Total) No. of Victims - (30-50) Years,0.014102564102564103,,,
Delhi (City),Incest (Rape) No. of Victims - (10-14) Years,0.005972696245733789,,,
Delhi (City),Incest (Rape) No. of Victims - (14-18) Years,0.011092150170648464,,,
Delhi (City),Incest (Rape) No. of Victims - (18-30)Years,0.008532423208191127,,,
Delhi (City),Incest (Rape) No. of Victims - (30-50) Years,0.0,,,
Delhi (City),Other (Rape) No. of Victims - (10-14) Years,0.08447098976109214,,,
Delhi (City),Other (Rape) No. of Victims - (14-18) Years,0.15017064846416384,,,
Delhi (City),Other (Rape) No. of Victims - (18-30)Years,0.16638225255972697,,,
Delhi (City),Other (Rape) No. of Victims - (30-50) Years,0.07337883959044368,,,
Delhi (City),Rape Cases (Total) No. of Victims - (10-14) Years,0.09044368600682594,,,
Delhi (City),Rape Cases (Total) No. of Victims - (14-18) Years,0.1612627986348123,,,
Delhi (City),Rape Cases (Total) No. of Victims - (18-30)Years,0.17491467576791808,,,
Delhi (City),Rape Cases (Total) No. of Victims - (30-50) Years,0.07337883959044368,,,
Delhi (city),Incest (Rape) No. of Victims - (10-14) Years,,0.009056603773584906,,
Delhi (city),Incest (Rape) No. of Victims - (14-18) Years,,0.010943396226415094,,
Delhi (city),Incest (Rape) No. of Victims - (18-30)Years,,0.005283018867924529,,
Delhi (city),Incest (Rape) No. of Victims - (30-50) Years,,0.0003773584905660377,,
Delhi (city),Other (Rape) No. of Victims - (10-14) Years,,0.09886792452830188,,
Delhi (city),Other (Rape) No. of Victims - (14-18) Years,,0.1369811320754717,,
Delhi (city),Other (Rape) No. of Victims - (18-30)Years,,0.21509433962264152,,
Delhi (city),Other (Rape) No. of Victims - (30-50) Years,,0.02339622641509434,,
Delhi (city),Rape Cases (Total) No. of Victims - (10-14) Years,,0.1079245283018868,,
Delhi (city),Rape Cases (Total) No. of Victims - (14-18) Years,,0.1479245283018868,,
Delhi (city),Rape Cases (Total) No. of Victims - (18-30)Years,,0.22037735849056603,,
Delhi (city),Rape Cases (Total) No. of Victims - (30-50) Years,,0.023773584905660377,,
Dhanbad,Incest (Rape) No. of Victims - (10-14) Years,0.02727272727272727,0.0,-0.02727272727272727,-1.0
Dhanbad,Incest (Rape) No. of Victims - (14-18) Years,0.00909090909090909,0.0,-0.00909090909090909,-1.0
Dhanbad,Incest (Rape) No. of Victims - (18-30)Years,0.00909090909090909,0.01639344262295082,0.00730253353204173,0.8032786885245904
Dhanbad,Incest (Rape) No. of Victims - (30-50) Years,0.01818181818181818,0.0,-0.01818181818181818,-1.0
Dhanbad,Other (Rape) No. of Victims - (10-14) Years,0.02727272727272727,0.02459016393442623,-0.0026825633383010423,-0.09836065573770489
Dhanbad,Other (Rape) No. of Victims - (14-18) Years,0.07272727272727272,0.040983606557377046,-0.03174366616989568,-0.4364754098360656
Dhanbad,Other (Rape) No. of Victims - (18-30)Years,0.2727272727272727,0.36065573770491804,0.08792846497764534,0.3224043715846996
Dhanbad,Other (Rape) No. of Victims - (30-50) Years,0.06363636363636363,0.05737704918032787,-0.00625931445603576,-0.0983606557377048
Dhanbad,Rape Cases (Total) No. of Victims - (10-14) Years,0.05454545454545454,0.02459016393442623,-0.029955290611028314,-0.5491803278688524
Dhanbad,Rape Cases (Total) No. of Victims - (14-18) Years,0.08181818181818182,0.040983606557377046,-0.04083457526080477,-0.4990892531876139
Dhanbad,Rape Cases (Total) No. of Victims - (18-30)Years,0.2818181818181818,0.3770491803278688,0.09523099850968703,0.3379164463246959
Dhanbad,Rape Cases (Total) No. of Victims - (30-50) Years,0.08181818181818182,0.05737704918032787,-0.024441132637853948,-0.29872495446265934
Faridabad,Incest (Rape) No. of Victims - (10-14) Years,0.0,0.0,0.0,
Faridabad,Incest (Rape) No. of Victims - (14-18) Years,0.0,0.010416666666666666,0.010416666666666666,
Faridabad,Incest (Rape) No. of Victims - (18-30)Years,0.0,0.0,0.0,
Faridabad,Incest (Rape) No. of Victims - (30-50) Years,0.0,0.0,0.0,
Faridabad,Other (Rape) No. of Victims - (10-14) Years,0.06756756756756757,0.046875,-0.02069256756756757,-0.30625
Faridabad,Other (Rape) No. of Victims - (14-18) Years,0.0945945945945946,0.14583333333333334,0.05123873873873874,0.5416666666666666
Faridabad,Other (Rape) No. of Victims - (18-30)Years,0.2972972972972973,0.24479166666666666,-0.052505630630630656,-0.17660984848484856
Faridabad,Other (Rape) No. of Victims - (30-50) Years,0.04054054054054054,0.052083333333333336,0.011542792792792793,0.2847222222222222
Faridabad,Rape Cases (Total) No. of Victims - (10-14) Years,0.06756756756756757,0.046875,-0.02069256756756757,-0.30625
Faridabad,Rape Cases (Total) No. of Victims - (14-18) Years,0.0945945945945946,0.15625,0.0616554054054054,0.6517857142857142
Faridabad,Rape Cases (Total) No. of Victims - (18-30)Years,0.2972972972972973,0.24479166666666666,-0.052505630630630656,-0.17660984848484856
Faridabad,Rape Cases (Total) No. of Victims - (30-50) Years,0.04054054054054054,0.052083333333333336,0.011542792792792793,0.2847222222222222
Goa,Incest (Rape) No. of Victims - (10-14) Years,0.0,0.0,0.0,
Goa,Incest (Rape) No. of Victims - (14-18) Years,0.0,0.0,0.0,
Goa,Incest (Rape) No. of Victims - (18-30)Years,0.0,0.008064516129032258,0.008064516129032258,
Goa,Incest (Rape) No. of Victims - (30-50) Years,0.0,0.0,0.0,
Goa,Other (Rape) No. of Victims - (10-14) Years,0.20652173913043478,0.11290322580645161,-0.09361851332398317,-0.4533106960950764
Goa,Other (Rape) No. of Victims - (14-18) Years,0.13043478260869565,0.21774193548387097,0.08730715287517532,0.6693548387096775
Goa,Other (Rape) No. of Victims - (18-30)Years,0.11956521739130435,0.12096774193548387,0.001402524544179523,0.011730205278592375
Goa,Other (Rape) No. of Victims - (30-50) Years,0.043478260869565216,0.04032258064516129,-0.003155680224403927,-0.07258064516129033
Goa,Rape Cases (Total) No. of Victims - (10-14) Years,0.20652173913043478,0.11290322580645161,-0.09361851332398317,-0.4533106960950764
Goa,Rape Cases (Total) No. of Victims - (14-18) Years,0.13043478260869565,0.21774193548387097,0.08730715287517532,0.6693548387096775
Goa,Rape Cases (Total) No. of Victims - (18-30)Years,0.11956521739130435,0.12903225806451613,0.009467040673211774,0.07917888563049848
Goa,Rape Cases (Total) No. of Victims - (30-50) Years,0.043478260869565216,0.04032258064516129,-0.003155680224403927,-0.07258064516129033
Gujarat,Incest (Rape) No. of Victims - (10-14) Years,0.0026954177897574125,0.003510531594784353,0.0008151138050269406,0.30240722166499495
Gujarat,Incest (Rape) No. of Victims - (14-18) Years,0.0047169811320754715,0.003510531594784353,-0.0012064495372911183,-0.2557673019057171
Gujarat,Incest (Rape) No. of Victims - (18-30)Years,0.0033692722371967657,0.011534603811434303,0.008165331574237537,2.423470411233701
Gujarat,Incest (Rape) No. of Victims - (30-50) Years,0.0,0.0,0.0,
Gujarat,Other (Rape) No. of Victims - (10-14) Years,0.03504043126684636,0.03911735205616851,0.004076920789322147,0.11634904714142436
Gujarat,Other (Rape) No. of Victims - (14-18) Years,0.11388140161725067,0.07823470411233702,-0.03564669750491366,-0.3130159709898927
Gujarat,Other (Rape) No. of Victims - (18-30)Years,0.29582210242587603,0.31344032096288865,0.01761821853701262,0.05955680252602899
Gujarat,Other (Rape) No. of Victims - (30-50) Years,0.0444743935309973,0.05065195586760281,0.006177562336605505,0.13890155314428135
Gujarat,Rape Cases (Total) No. of Victims - (10-14) Years,0.03773584905660377,0.04262788365095286,0.004892034594349087,0.12963891675025083
Gujarat,Rape Cases (Total) No. of Victims - (14-18) Years,0.11859838274932614,0.08174523570712136,-0.036853147042204784,-0.31073903528768126
Gujarat,Rape Cases (Total) No. of Victims - (18-30)Years,0.2991913746630728,0.324974924774323,0.02578355011125022,0.08617745127273722
Gujarat,Rape Cases (Total) No. of Victims - (30-50) Years,0.0444743935309973,0.05065195586760281,0.006177562336605505,0.13890155314428135
Haryana,Incest (Rape) No. of Victims - (10-14) Years,0.0028763183125599234,0.00029886431560071725,-0.002577453996959206,-0.896094839609484
Haryana,Incest (Rape) No. of Victims - (14-18) Years,0.0028763183125599234,0.0014943215780035865,-0.001381996734556337,-0.4804741980474198
Haryana,Incest (Rape) No. of Victims - (18-30)Years,0.023969319271332695,0.00657501494321578,-0.017394304328116915,-0.7256903765690377
Haryana,Incest (Rape) No. of Victims - (30-50) Years,0.0019175455417066154,0.001195457262402869,-0.0007220882793037464,-0.3765690376569038
Haryana,Other (Rape) No. of Victims - (10-14) Years,0.052732502396931925,0.02301255230125523,-0.029719950095676694,-0.5635983263598326
Haryana,Other (Rape) No. of Victims - (14-18) Years,0.0934803451581975,0.08457860131500299,-0.008901743843194518,-0.09522583413796802
Haryana,Other (Rape) No. of Victims - (18-30)Years,0.27277085330776607,0.3078302450687388,0.035059391760972725,0.12853056452265219
Haryana,Other (Rape) No. of Victims - (30-50) Years,0.04937679769894535,0.07501494321578003,0.02563814551683468,0.5192346752244382
Haryana,Rape Cases (Total) No. of Victims - (10-14) Years,0.05560882070949185,0.023311416616855946,-0.0322974040926359,-0.5807964218727456
Haryana,Rape Cases (Total) No. of Victims - (14-18) Years,0.09635666347075743,0.08607292289300658,-0.010283740577750847,-0.10672578529944411
Haryana,Rape Cases (Total) No. of Victims - (18-30)Years,0.29674017257909874,0.31440526001195457,0.01766508743285583,0.05953048850555293
Haryana,Rape Cases (Total) No. of Victims - (30-50) Years,0.05129434324065196,0.07621040047818291,0.024916057237530945,0.4857466859578463
Himachal Pradesh,Incest (Rape) No. of Victims - (10-14) Years,0.0014367816091954023,0.005235602094240838,0.0037988204850454357,2.6439790575916233
Himachal Pradesh,Incest (Rape) No. of Victims - (14-18) Years,0.0014367816091954023,0.003926701570680628,0.002489919961485226,1.7329842931937172
Himachal Pradesh,Incest (Rape) No. of Victims - (18-30)Years,0.0014367816091954023,0.005235602094240838,0.0037988204850454357,2.6439790575916233
Himachal Pradesh,Incest (Rape) No. of Victims - (30-50) Years,0.0,0.0,0.0,
Himachal Pradesh,Other (Rape) No. of Victims - (10-14) Years,0.04741379310344827,0.049738219895287955,0.0023244267918396816,0.049024274155164194
Himachal Pradesh,Other (Rape) No. of Victims - (14-18) Years,0.11925287356321838,0.12827225130890052,0.009019377745682136,0.0756323724216237
Himachal Pradesh,Other (Rape) No. of Victims - (18-30)Years,0.23132183908045978,0.2526178010471204,0.021295961966660615,0.09206204676270675
Himachal Pradesh,Other (Rape) No. of Victims - (30-50) Years,0.09770114942528736,0.0549738219895288,-0.042727327435758564,-0.4373267631659994
Himachal Pradesh,Rape Cases (Total) No. of Victims - (10-14) Years,0.04885057471264368,0.0549738219895288,0.006123247276885117,0.12534647366800122
Himachal Pradesh,Rape Cases (Total) No. of Victims - (14-18) Years,0.1206896551724138,0.13219895287958114,0.01150929770716734,0.0953627524308151
Himachal Pradesh,Rape Cases (Total) No. of Victims - (18-30)Years,0.23275862068965517,0.25785340314136124,0.02509478245170607,0.10781462090362609
Himachal Pradesh,Rape Cases (Total) No. of Victims - (30-50) Years,0.09770114942528736,0.0549738219895288,-0.042727327435758564,-0.4373267631659994
Hyderabad,Incest (Rape) No. of Victims - (10-14) Years,0.006666666666666667,0.009708737864077669,0.003042071197411002,0.4563106796116503
Hyderabad,Incest (Rape) No. of Victims - (14-18) Years,0.0,0.0,0.0,
Hyderabad,Incest (Rape) No. of Victims - (18-30)Years,0.03,0.0024271844660194173,-0.027572815533980582,-0.9190938511326862
Hyderabad,Incest (Rape) No. of Victims - (30-50) Years,0.006666666666666667,0.0,-0.006666666666666667,-1.0
Hyderabad,Other (Rape) No. of Victims - (10-14) Years,0.03666666666666667,0.11407766990291263,0.07741100323624596,2.1112091791703445
Hyderabad,Other (Rape) No. of Victims - (14-18) Years,0.11333333333333333,0.06067961165048544,-0.05265372168284789,-0.4645916619074814
Hyderabad,Other (Rape) No. of Victims - (18-30)Years,0.22333333333333333,0.220873786407767,-0.002459546925566325,-0.011012896681640261
Hyderabad,Other (Rape) No. of Victims - (30-50) Years,0.08333333333333333,0.09223300970873786,0.008899676375404536,0.10679611650485443
Hyderabad,Rape Cases (Total) No. of Victims - (10-14) Years,0.043333333333333335,0.12378640776699029,0.08045307443365696,1.8566094100074682
Hyderabad,Rape Cases (Total) No. of Victims - (14-18) Years,0.11333333333333333,0.06067961165048544,-0.05265372168284789,-0.4645916619074814
Hyderabad,Rape Cases (Total) No. of Victims - (18-30)Years,0.25333333333333335,0.22330097087378642,-0.030032362459546935,-0.1185487991824221
Hyderabad,Rape Cases (Total) No. of Victims - (30-50) Years,0.09,0.09223300970873786,0.002233009708737868,0.024811218985976314
Indore,Incest (Rape) No. of Victims - (10-14) Years,0.0,0.0,0.0,
Indore,Incest (Rape) No. of Victims - (14-18) Years,0.0,0.0,0.0,
Indore,Incest (Rape) No. of Victims - (18-30)Years,0.0,0.0,0.0,
Indore,Incest (Rape) No. of Victims - (30-50) Years,0.0,0.0,0.0,
Indore,Other (Rape) No. of Victims - (10-14) Years,0.024242424242424242,0.011737089201877934,-0.012505335040546309,-0.5158450704225352
Indore,Other (Rape) No. of Victims - (14-18) Years,0.06363636363636363,0.025821596244131457,-0.037814767392232176,-0.5942320590207915
Indore,Other (Rape) No. of Victims - (18-30)Years,0.37575757575757573,0.32629107981220656,-0.04946649594536917,-0.1316447069513857
Indore,Other (Rape) No. of Victims - (30-50) Years,0.03636363636363636,0.13615023474178403,0.09978659837814767,2.744131455399061
Indore,Rape Cases (Total) No. of Victims - (10-14) Years,0.024242424242424242,0.011737089201877934,-0.012505335040546309,-0.5158450704225352
Indore,Rape Cases (Total) No. of Victims - (14-18) Years,0.06363636363636363,0.025821596244131457,-0.037814767392232176,-0.5942320590207915
Indore,Rape Cases (Total) No. of Victims - (18-30)Years,0.37575757575757573,0.32629107981220656,-0.04946649594536917,-0.1316447069513857
Indore,Rape Cases (Total) No. of Victims - (30-50) Years,0.03636363636363636,0.13615023474178403,0.09978659837814767,2.744131455399061
Jabalpur,Incest (Rape) No. of Victims - (10-14) Years,0.0,0.0,0.0,
Jabalpur,Incest (Rape) No. of Victims - (14-18) Years,0.0,0.0,0.0,
Jabalpur,Incest (Rape) No. of Victims - (18-30)Years,0.0,0.0,0.0,
Jabalpur,Incest (Rape) No. of Victims - (30-50) Years,0.0,0.0,0.0,
Jabalpur,Other (Rape) No. of Victims - (10-14) Years,0.020710059171597635,0.0,-0.020710059171597635,-1.0
Jabalpur,Other (Rape) No. of Victims - (14-18) Years,0.15680473372781065,0.06857142857142857,-0.08823330515638207,-0.5626954177897574
Jabalpur,Other (Rape) No. of Victims - (18-30)Years,0.28106508875739644,0.32571428571428573,0.04464919695688929,0.15885714285714295
Jabalpur,Other (Rape) No. of Victims - (30-50) Years,0.04142011834319527,0.10571428571428572,0.06429416737109045,1.5522448979591836
Jabalpur,Rape Cases (Total) No. of Victims - (10-14) Years,0.020710059171597635,0.0,-0.020710059171597635,-1.0
Jabalpur,Rape Cases (Total) No. of Victims - (14-18) Years,0.15680473372781065,0.06857142857142857,-0.08823330515638207,-0.5626954177897574
Jabalpur,Rape Cases (Total) No. of Victims - (18-30)Years,0.28106508875739644,0.32571428571428573,0.04464919695688929,0.15885714285714295
Jabalpur,Rape Cases (Total) No. of Victims - (30-50) Years,0.04142011834319527,0.10571428571428572,0.06429416737109045,1.5522448979591836
Jaipur,Incest (Rape) No. of Victims - (10-14) Years,0.0,0.003048780487804878,0.003048780487804878,
Jaipur,Incest (Rape) No. of Victims - (14-18) Years,0.0,0.009146341463414634,0.009146341463414634,
Jaipur,Incest (Rape) No. of Victims - (18-30)Years,0.03,0.006097560975609756,-0.023902439024390244,-0.7967479674796748
Jaipur,Incest (Rape) No. of Victims - (30-50) Years,0.01,0.0,-0.01,-1.0
Jaipur,Other (Rape) No. of Victims - (10-14) Years,0.02,0.042682926829268296,0.022682926829268295,1.1341463414634148
Jaipur,Other (Rape) No. of Victims - (14-18) Years,0.04,0.08841463414634146,0.04841463414634146,1.2103658536585364
Jaipur,Other (Rape) No. of Victims - (18-30)Years,0.33,0.2530487804878049,-0.07695121951219513,-0.23318551367331858
Jaipur,Other (Rape) No. of Victims - (30-50) Years,0.07,0.0975609756097561,0.027560975609756094,0.3937282229965156
Jaipur,Rape Cases (Total) No. of Victims - (10-14) Years,0.02,0.04573170731707317,0.02573170731707317,1.2865853658536583
Jaipur,Rape Cases (Total) No. of Victims - (14-18) Years,0.04,0.0975609756097561,0.0575609756097561,1.4390243902439024
Jaipur,Rape Cases (Total) No. of Victims - (18-30)Years,0.36,0.25914634146341464,-0.10085365853658534,-0.28014905149051483
Jaipur,Rape Cases (Total) No. of Victims - (30-50) Years,0.08,0.0975609756097561,0.0175609756097561,0.21951219512195125
Jammu & Kashmir,Incest (Rape) No. of Victims - (10-14) Years,0.0,0.0,0.0,
Jammu & Kashmir,Incest (Rape) No. of Victims - (14-18) Years,0.0008771929824561404,0.0,-0.0008771929824561404,-1.0
Jammu & Kashmir,Incest (Rape) No. of Victims - (18-30)Years,0.005263157894736842,0.0,-0.005263157894736842,-1.0
Jammu & Kashmir,Incest (Rape) No. of Victims - (30-50) Years,0.0,0.0,0.0,
Jammu & Kashmir,Other (Rape) No. of Victims - (10-14) Years,0.021929824561403508,0.006024096385542169,-0.01590572817586134,-0.7253012048192772
Jammu & Kashmir,Other (Rape) No. of Victims - (14-18) Years,0.0412280701754386,0.004518072289156626,-0.03670999788628197,-0.8904127146885414
Jammu & Kashmir,Other (Rape) No. of Victims - (18-30)Years,0.3201754385964912,0.3772590361445783,0.05708359754808706,0.17828849645155959
Jammu & Kashmir,Other (Rape) No. of Victims - (30-50) Years,0.11052631578947368,0.11219879518072289,0.0016724793912492042,0.015131956397016609
Jammu & Kashmir,Rape Cases (Total) No. of Victims - (10-14) Years,0.021929824561403508,0.006024096385542169,-0.01590572817586134,-0.7253012048192772
Jammu & Kashmir,Rape Cases (Total) No. of Victims - (14-18) Years,0.042105263157894736,0.004518072289156626,-0.03758719086873811,-0.8926957831325301
Jammu & Kashmir,Rape Cases (Total) No. of Victims - (18-30)Years,0.3254385964912281,0.3772590361445783,0.0518204396533502,0.15923261780274725
Jammu & Kashmir,Rape Cases (Total) No. of Victims - (30-50) Years,0.11052631578947368,0.11219879518072289,0.0016724793912492042,0.015131956397016609
Jamshedpur,Incest (Rape) No. of Victims - (10-14) Years,0.009615384615384616,0.0,-0.009615384615384616,-1.0
Jamshedpur,Incest (Rape) No. of Victims - (14-18) Years,0.028846153846153848,0.0,-0.028846153846153848,-1.0
Jamshedpur,Incest (Rape) No. of Victims - (18-30)Years,0.019230769230769232,0.0472972972972973,0.028066528066528068,1.4594594594594594
Jamshedpur,Incest (Rape) No. of Victims - (30-50) Years,0.0,0.033783783783783786,0.033783783783783786,
Jamshedpur,Other (Rape) No. of Victims - (10-14) Years,0.038461538461538464,0.0,-0.038461538461538464,-1.0
Jamshedpur,Other (Rape) No. of Victims - (14-18) Years,0.08173076923076923,0.0,-0.08173076923076923,-1.0
Jamshedpur,Other (Rape) No. of Victims - (18-30)Years,0.22115384615384615,0.3310810810810811,0.10992723492723494,0.4970622796709754
Jamshedpur,Other (Rape) No. of Victims - (30-50) Years,0.10096153846153846,0.08783783783783784,-0.013123700623700621,-0.12998712998712997
Jamshedpur,Rape Cases (Total) No. of Victims - (10-14) Years,0.04807692307692308,0.0,-0.04807692307692308,-1.0
Jamshedpur,Rape Cases (Total) No. of Victims - (14-18) Years,0.11057692307692307,0.0,-0.11057692307692307,-1.0
Jamshedpur,Rape Cases (Total) No. of Victims - (18-30)Years,0.2403846153846154,0.3783783783783784,0.137993762993763,0.5740540540540541
Jamshedpur,Rape Cases (Total) No. of Victims - (30-50) Years,0.10096153846153846,0.12162162162162163,0.020660083160083165,0.20463320463320467
Jharkhand,Incest (Rape) No. of Victims - (10-14) Years,0.0012094823415578133,0.0021468441391155,0.0009373617975576868,0.7750107342206954
Jharkhand,Incest (Rape) No. of Victims - (14-18) Years,0.003386550556361877,0.00622584800343495,0.002839297447073073,0.8384039747285775
Jharkhand,Incest (Rape) No. of Victims - (18-30)Years,0.004596032897919691,0.026191498497209104,0.021595465599289414,4.698718673024339
Jharkhand,Incest (Rape) No. of Victims - (30-50) Years,0.0012094823415578133,0.013525118076427652,0.012315635734869839,10.182567625590382
Jharkhand,Other (Rape) No. of Victims - (10-14) Years,0.0009675858732462506,0.009446114212108201,0.00847852833886195,8.762559038213825
Jharkhand,Other (Rape) No. of Victims - (14-18) Years,0.010401548137397194,0.0399313009875483,0.02952975285015111,2.83897670424476
Jharkhand,Other (Rape) No. of Victims - (18-30)Years,0.4211417513304306,0.28832116788321166,-0.13282058344721892,-0.3153821320912137
Jharkhand,Other (Rape) No. of Victims - (30-50) Years,0.057087566521528785,0.11421210820094461,0.05712454167941583,1.0006476919606146
Jharkhand,Rape Cases (Total) No. of Victims - (10-14) Years,0.0021770682148040637,0.011592958351223702,0.009415890136419637,4.325032202662087
Jharkhand,Rape Cases (Total) No. of Victims - (14-18) Years,0.013788098693759071,0.046157148990983256,0.032369050297224186,2.3476079636618383
Jharkhand,Rape Cases (Total) No. of Victims - (18-30)Years,0.4257377842283503,0.3145126663804208,-0.11122511784792949,-0.26125263476326166
Jharkhand,Rape Cases (Total) No. of Victims - (30-50) Years,0.0582970488630866,0.12773722627737227,0.06944017741428568,1.191143956143805
Kanpur,Incest (Rape) No. of Victims - (10-14) Years,0.0,0.0,0.0,
Kanpur,Incest (Rape) No. of Victims - (14-18) Years,0.0,0.0043859649122807015,0.0043859649122807015,
Kanpur,Incest (Rape) No. of Victims - (18-30)Years,0.010309278350515464,0.0,-0.010309278350515464,-1.0
Kanpur,Incest (Rape) No. of Victims - (30-50) Years,0.0,0.0,0.0,
Kanpur,Other (Rape) No. of Victims - (10-14) Years,0.030927835051546393,0.03508771929824561,0.004159884246699219,0.13450292397660807
Kanpur,Other (Rape) No. of Victims - (14-18) Years,0.02577319587628866,0.16666666666666666,0.140893470790378,5.466666666666667
Kanpur,Other (Rape) No. of Victims - (18-30)Years,0.36082474226804123,0.2324561403508772,-0.12836860191716404,-0.3557644110275689
Kanpur,Other (Rape) No. of Victims - (30-50) Years,0.07216494845360824,0.06140350877192982,-0.01076143968167842,-0.14912280701754382
Kanpur,Rape Cases (Total) No. of Victims - (10-14) Years,0.030927835051546393,0.03508771929824561,0.004159884246699219,0.13450292397660807
Kanpur,Rape Cases (Total) No. of Victims - (14-18) Years,0.02577319587628866,0.17105263157894737,0.14527943570265872,5.636842105263159
Kanpur,Rape Cases (Total) No. of Victims - (18-30)Years,0.3711340206185567,0.2324561403508772,-0.13867788026767952,-0.3736598440545809
Kanpur,Rape Cases (Total) No. of Victims - (30-50) Years,0.07216494845360824,0.06140350877192982,-0.01076143968167842,-0.14912280701754382
Karnataka,Incest (Rape) No. of Victims - (10-14) Years,0.0005924170616113745,0.0004432624113475177,-0.00014915465026385673,-0.25177304964539016
Karnataka,Incest (Rape) No. of Victims - (14-18) Years,0.0005924170616113745,0.0,-0.0005924170616113745,-1.0
Karnataka,Incest (Rape) No. of Victims - (18-30)Years,0.002369668246445498,0.0017730496453900709,-0.0005966186010554269,-0.25177304964539016
Karnataka,Incest (Rape) No. of Victims - (30-50) Years,0.0,0.0008865248226950354,0.0008865248226950354,
Karnataka,Other (Rape) No. of Victims - (10-14) Years,0.07049763033175356,0.02304964539007092,-0.04744798494168264,-0.6730436855593301
Karnataka,Other (Rape) No. of Victims - (14-18) Years,0.07938388625592417,0.05274822695035461,-0.026635659305569562,-0.33552979781941356
Karnataka,Other (Rape) No. of Victims - (18-30)Years,0.2796208530805687,0.3541666666666667,0.07454581358609796,0.26659604519774016
Karnataka,Other (Rape) No. of Victims - (30-50) Years,0.0669431279620853,0.06693262411347518,-1.0503848610121658e-05,-0.0001569070482644722
Karnataka,Rape Cases (Total) No. of Victims - (10-14) Years,0.07109004739336493,0.02349290780141844,-0.04759713959194649,-0.6695330969267139
Karnataka,Rape Cases (Total) No. of Victims - (14-18) Years,0.07997630331753554,0.05274822695035461,-0.02722807636718093,-0.3404517993170475
Karnataka,Rape Cases (Total) No. of Victims - (18-30)Years,0.28199052132701424,0.35593971631205673,0.07394919498504249,0.26224000238393214
Karnataka,Rape Cases (Total) No. of Victims - (30-50) Years,0.0669431279620853,0.0678191489361702,0.0008760209740849012,0.01308604782526826
Kerala,Incest (Rape) No. of Victims - (10-14) Years,0.001444043321299639,0.0032404406999351912,0.0017963973786355523,1.2440051847051201
Kerala,Incest (Rape) No. of Victims - (14-18) Years,0.00036101083032490973,0.006156837329876863,0.005795826499551953,16.054439403758913
Kerala,Incest (Rape) No. of Victims - (18-30)Years,0.002527075812274368,0.005508749189889825,0.0029816733776154565,1.179890750856402
Kerala,Incest (Rape) No. of Victims - (30-50) Years,0.0,0.0012961762799740765,0.0012961762799740765,
Kerala,Other (Rape) No. of Victims - (10-14) Years,0.038628158844765344,0.042449773169151,0.003821614324385658,0.09893338017334835
Kerala,Other (Rape) No. of Victims - (14-18) Years,0.09747292418772563,0.10790667530784187,0.010433751120116241,0.10704255778785922
Kerala,Other (Rape) No. of Victims - (18-30)Years,0.3,0.2508101101749838,-0.04918988982501621,-0.1639662994167207
Kerala,Other (Rape) No. of Victims - (30-50) Years,0.05956678700361011,0.08263123784834737,0.023064450844737266,0.38720320509043776
Kerala,Rape Cases (Total) No. of Victims - (10-14) Years,0.04007220216606498,0.04569021386908619,0.00561801170302121,0.14019722898530407
Kerala,Rape Cases (Total) No. of Victims - (14-18) Years,0.09783393501805054,0.11406351263771873,0.016229577619668187,0.16588904061432058
Kerala,Rape Cases (Total) No. of Victims - (18-30)Years,0.3025270758122744,0.25631885936487364,-0.04620821644740075,-0.15274076319725546
Kerala,Rape Cases (Total) No. of Victims - (30-50) Years,0.05956678700361011,0.08392741412832146,0.024360627124711348,0.4089632553663663
Kochi,Incest (Rape) No. of Victims - (10-14) Years,0.0,0.0,0.0,
Kochi,Incest (Rape) No. of Victims - (14-18) Years,0.0,0.0,0.0,
Kochi,Incest (Rape) No. of Victims - (18-30)Years,0.0,0.0,0.0,
Kochi,Incest (Rape) No. of Victims - (30-50) Years,0.0,0.0,0.0,
Kochi,Other (Rape) No. of Victims - (10-14) Years,0.03571428571428571,0.029411764705882353,-0.00630252100840336,-0.17647058823529407
Kochi,Other (Rape) No. of Victims - (14-18) Years,0.03571428571428571,0.20588235294117646,0.17016806722689076,4.764705882352942
